,root,intermediate,edge
DR,1.0,-0.015409070820903809,-0.3095183470673373
FPR,-0.1384615384615384,0.08108564515903464,0.2984932297335643
F1,0.9293320425943852,0.11486911448356865,-0.1348126197100315
