,root,intermediate,edge
DR,1.0,-0.15324467247987222,-0.09183347621599287
FPR,-0.1103074141048824,0.24356338195315935,0.11303382241486618
F1,0.91317671092952,0.013936306248004803,-0.00984062848306894
