,root,intermediate,edge
DR,1.0,-0.036231800766283496,-0.26079826186993416
FPR,-0.15724381625441688,0.08555223880597015,0.2708265775901682
F1,0.9022869022869024,0.06921915917922447,-0.08351290791604493
