,root,intermediate,edge
DR,1.0,-0.1826176947577894,-0.21539153027399446
FPR,-0.1326923076923077,0.24534826437408533,0.21557618452656918
F1,0.9293320425943852,0.02356275680197545,-0.09418215784649117
