,root,intermediate,edge
DR,1.0,0.5271922881785895,-0.10572356082760885
FPR,-0.0021299254526091,-0.004400174233869261,0.14483549660131595
F1,0.9838709677419356,0.5343123806688317,0.24038861628412395
