,root,intermediate,edge
DR,1.0,-0.2171822541966427,-0.07084775573061794
FPR,-0.098076923076923,0.2078433830320623,0.1101073575428195
F1,0.9293320425943852,-0.06859092738925253,0.011764518362336208
