,root,intermediate,edge
DR,1.0,-0.15936630369026017,-0.04065352318364367
FPR,-0.12367491166077739,0.2376754935002408,0.06040935595366877
F1,0.9022869022869024,0.01876655571310316,0.003947678015877853
