,root,intermediate,edge
DR,1.0,-0.1693167388518828,-0.04114760132509918
FPR,-0.11376146788990829,0.23079377327112818,0.06347187976987201
F1,0.9118236472945892,-0.00408917882248726,0.004392433486427344
