,root,intermediate,edge
DR,1.0,-0.11439881556283008,-0.19469642428605716
FPR,-0.0971786833855799,0.21544808827603154,0.19403089468097953
F1,0.914141414141414,0.09220114583372452,-0.0650256829859534
